,Total population,Hispanic or Latino,One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 1172, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1173, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1174, Block Group 1, Census Tract 601, San Francisco County, California",9,0,9,5,0,0,4,0,0,0
"Block 1175, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1176, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1177, Block Group 1, Census Tract 601, San Francisco County, California",98,17,84,72,1,0,7,0,4,14
"Block 1178, Block Group 1, Census Tract 601, San Francisco County, California",112,7,109,104,0,1,1,1,2,3
"Block 1179, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1180, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1181, Block Group 1, Census Tract 601, San Francisco County, California",16,0,16,15,0,0,1,0,0,0
"Block 1182, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1183, Block Group 1, Census Tract 601, San Francisco County, California",8,0,7,7,0,0,0,0,0,1
"Block 1184, Block Group 1, Census Tract 601, San Francisco County, California",49,5,49,38,3,0,7,0,1,0
"Block 1185, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1186, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1187, Block Group 1, Census Tract 601, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 604, San Francisco County, California",1146,152,1073,607,60,4,332,5,65,73
"Block 1012, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 604, San Francisco County, California",3,0,3,2,0,0,1,0,0,0
"Block 1014, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1021, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1022, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 604, San Francisco County, California",540,25,522,416,13,1,82,1,9,18
"Block 1024, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1025, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1026, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1027, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1028, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1029, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1030, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1031, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1032, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1033, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1034, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1035, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1036, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1037, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1038, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 604, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 605.02, San Francisco County, California",415,107,376,33,158,9,40,83,53,39
"Block 1001, Block Group 1, Census Tract 605.02, San Francisco County, California",321,64,304,19,187,2,26,24,46,17
"Block 2000, Block Group 2, Census Tract 605.02, San Francisco County, California",501,92,469,44,190,1,101,100,33,32
"Block 2001, Block Group 2, Census Tract 605.02, San Francisco County, California",387,118,370,51,164,3,55,27,70,17
"Block 3000, Block Group 3, Census Tract 605.02, San Francisco County, California",207,64,187,7,92,1,34,11,42,20
"Block 3001, Block Group 3, Census Tract 605.02, San Francisco County, California",564,151,518,49,126,1,230,25,87,46
"Block 3002, Block Group 3, Census Tract 605.02, San Francisco County, California",163,33,156,6,8,0,114,0,28,7
"Block 3003, Block Group 3, Census Tract 605.02, San Francisco County, California",166,31,162,11,20,0,107,0,24,4
"Block 3004, Block Group 3, Census Tract 605.02, San Francisco County, California",152,53,147,30,24,0,72,0,21,5
"Block 3005, Block Group 3, Census Tract 605.02, San Francisco County, California",207,95,197,28,7,0,92,0,70,10
"Block 3006, Block Group 3, Census Tract 605.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 605.02, San Francisco County, California",133,30,126,56,12,0,54,1,3,7
"Block 3008, Block Group 3, Census Tract 605.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3009, Block Group 3, Census Tract 605.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 605.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 607, San Francisco County, California",63,0,63,39,4,0,20,0,0,0
"Block 1003, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 607, San Francisco County, California",795,189,759,350,67,4,236,0,102,36
"Block 1005, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 607, San Francisco County, California",980,46,936,496,4,2,414,0,20,44
"Block 1007, Block Group 1, Census Tract 607, San Francisco County, California",515,49,480,235,23,1,204,0,17,35
"Block 1008, Block Group 1, Census Tract 607, San Francisco County, California",938,67,896,513,32,2,323,3,23,42
"Block 1009, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 607, San Francisco County, California",414,29,399,179,6,1,205,0,8,15
"Block 1011, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 607, San Francisco County, California",7,0,7,5,2,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 607, San Francisco County, California",15,6,14,9,5,0,0,0,0,1
"Block 1014, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1020, Block Group 1, Census Tract 607, San Francisco County, California",65,9,62,25,24,2,10,0,1,3
"Block 1021, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1022, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1024, Block Group 1, Census Tract 607, San Francisco County, California",80,2,77,52,1,0,24,0,0,3
"Block 1025, Block Group 1, Census Tract 607, San Francisco County, California",75,10,73,40,1,0,30,0,2,2
"Block 1026, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1027, Block Group 1, Census Tract 607, San Francisco County, California",290,28,278,179,9,0,76,0,14,12
"Block 1028, Block Group 1, Census Tract 607, San Francisco County, California",3,0,3,3,0,0,0,0,0,0
"Block 1029, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1030, Block Group 1, Census Tract 607, San Francisco County, California",40,0,39,34,0,0,4,1,0,1
"Block 1031, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1032, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1033, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1034, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1035, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1036, Block Group 1, Census Tract 607, San Francisco County, California",509,33,487,277,12,2,184,2,10,22
"Block 1037, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1038, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1040, Block Group 1, Census Tract 607, San Francisco County, California",463,45,435,105,41,8,265,0,16,28
"Block 1041, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1042, Block Group 1, Census Tract 607, San Francisco County, California",513,11,502,65,0,0,433,0,4,11
"Block 1043, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1044, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1045, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1046, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1047, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1048, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1049, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1050, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1051, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1052, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1053, Block Group 1, Census Tract 607, San Francisco County, California",63,2,56,30,2,0,23,0,1,7
"Block 1054, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1055, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1056, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1057, Block Group 1, Census Tract 607, San Francisco County, California",421,23,393,204,3,1,181,0,4,28
"Block 1058, Block Group 1, Census Tract 607, San Francisco County, California",665,44,632,297,12,1,313,0,9,33
"Block 1059, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1060, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1061, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1062, Block Group 1, Census Tract 607, San Francisco County, California",220,6,205,96,6,2,96,0,5,15
"Block 1063, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1064, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1065, Block Group 1, Census Tract 607, San Francisco County, California",185,15,175,103,5,1,60,0,6,10
"Block 1066, Block Group 1, Census Tract 607, San Francisco County, California",515,50,484,304,59,8,100,0,13,31
"Block 1067, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1068, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1069, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1070, Block Group 1, Census Tract 607, San Francisco County, California",30,0,28,25,1,0,1,1,0,2
"Block 1071, Block Group 1, Census Tract 607, San Francisco County, California",67,6,66,52,2,0,11,0,1,1
"Block 1072, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1073, Block Group 1, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 607, San Francisco County, California",243,29,237,142,9,0,75,0,11,6
"Block 2001, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 607, San Francisco County, California",3,2,3,3,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 607, San Francisco County, California",1,0,1,1,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2015, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 607, San Francisco County, California",35,3,35,30,1,0,4,0,0,0
"Block 2017, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2018, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2020, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2021, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2022, Block Group 2, Census Tract 607, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
